"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
-0.65216602618844,-5.36615804482356,3.14377993005612,3.79808927038753,-7.99766174136354,1.13670502137737,0.960326190885989,3.2012321815457,1.99229009120656,2.00107830697244,-2.71487982120354,0.403021984819732,-1.81252689424781,1.4223973719584,0.351181123829234,0.75771591729669,-2.24341110168057,-3.64139309773193,-1.51070630437568,-1.45457322452407,-0.44884385756831,-0.577043488506903,1.26965213899392,0.347800295911555,-3.74262978949288,2.66168896267979,-0.436828249339714,-3.56138030607138,-2.56695742250951,3.64028338508098
-0.816321173663336,-6.48143876685292,2.74902813510848,0.729822489148952,-4.33289719780916,-2.82932737036969,5.1468316460683,-2.72488158985835,3.28157836791563,-0.628885708855888,-1.6945896534496,-2.47563467699819,1.54289612444272,3.15248835227725,2.93601238478193,-0.472239988701763,5.95232447188422,-2.60302956465694,-0.0277792006746918,-2.23251787736652,-3.15247608191553,-0.342613620187916,7.92996671473697,-2.17793703391346,0.5561174142294,-2.04375882508858,4.11113011803353,-5.35273291354545,1.52926751354445,-1.91789114229297
-4.54951221858008,-7.76363962819265,-1.87209359715623,2.03365869216933,-5.61980603320086,-2.76459410085675,6.60807447407094,-1.39856790378789,0.612282792266828,-2.14452149727319,0.127938444544593,-0.545956413908589,-3.71984866307162,-1.14643402918324,5.97974801656566,2.07520736899404,1.77852183582434,-6.06434406333255,-6.25250859785778,-5.30502178381673,-11.4340868498773,3.86838975000126,5.40740393459294,7.57772301932031,-6.2696085260896,-1.12587712074276,-13.4873719475958,-0.227023585910912,-2.7691202888999,12.9271280067217
-5.87096326407387,-5.90479783468778,-0.655967846409809,7.86014918749459,2.62571267309067,-3.84775101394915,7.43988499736734,2.40743347704231,3.27337504749204,2.69263082967945,-2.72062237343341,1.49951606701301,2.66533208897952,-1.82830384805534,9.72164990636793,4.58200070349246,1.05225265748533,-4.13367244114204,-4.66054544999743,-2.18178887940716,-7.52892496992198,6.84702353947552,7.22044745966979,4.33259927445041,-3.99827409507447,2.55275448809184,-10.6458328803266,3.68443217010672,0.137622943092213,7.37036726121128
-6.55293775585225,-8.78987051418705,0.440325767042516,6.9322909848833,-0.442761430103855,-4.14505390517885,5.73285052314592,0.65501019049936,0.159349520095503,-3.1532999116105,0.897183392548899,-1.31667507205899,-0.298725586251744,-2.67349325130595,1.11652163317326,0.941042288958639,-1.5640316343743,-1.99642017963379,-2.4208389846759,-9.17486622695837,-8.63351698949152,4.54018753682801,1.57235040207345,7.3507788407631,-3.49928135714114,-0.169003267225401,-10.0412175560696,1.22048089672533,-3.72688678968454,8.76569860032387
4.50530437205343,-0.793912270157855,5.95133479034057,-1.90542385448838,-2.89691803229203,-2.20104660851585,-2.24365276522333,2.51365387978605,6.70854156705281,3.92271939691844,-1.72089125444526,2.85252868192957,0.854851163809352,2.6328242833081,-0.304537227376537,0.941685034933414,2.26527177642093,1.11128175953805,1.47573791185006,-0.45932280219893,-0.197180246309074,0.0133049216768895,-1.37267089114154,-1.91372095036973,-0.483059317175756,2.80512878231417,5.07514825936459,-1.1168412772295,-1.35360006775539,3.51423148698168
-7.46527760977023,-5.07631709828676,-3.74205423736058,3.77031173563475,3.5383943200638,-1.60634106385573,8.90915484316933,1.19633069481189,-2.50192790508949,-3.22219834994742,0.362956685610407,1.53826928316388,1.30102839519133,-2.73936866041093,11.1827071789194,-1.29623785656218,4.2610624603919,0.857792815929,-5.57614427416058,-8.35710974285926,-2.05130409573183,-1.40299634811088,1.74725644349955,6.57163927633903,-6.45433429380611,1.7521140683139,-10.7232041959109,2.61046552917517,-1.74811354737987,10.2617860446955
-3.31218964214184,-8.64902013463095,-0.861055102379971,-0.199100798093647,-6.69250366674249,3.97930676805885,4.21801952025224,2.32926730604185,-0.649770290322065,4.0594965863512,-1.67652180501629,-2.93200563560407,-4.33643936815318,3.29060170010627,1.27167989085687,1.16493456942088,3.77906632961782,-3.44519189829195,1.80552312705653,-2.13666203399775,-5.84748251722381,6.70186753079815,4.08935122278569,4.02525920354587,-1.60805606443545,0.589632264272315,-5.1641459718278,-0.155945222073844,-1.94518501130936,6.51289654669876
-5.28487567216366,-12.7469989065905,3.70096536819735,6.59339626866149,-7.26981450261235,0.281626239422872,4.16948291180997,3.0713439966088,2.40373206898448,2.27745245920948,2.72837409533937,-1.85924750051066,-0.457292638098927,-0.152561190672906,4.21962623129502,2.43721640170912,3.11757676178458,-3.04359257636817,-3.70660162790821,0.246051538759157,-7.28645598619559,5.34091625854231,8.6054231323646,2.47783977225389,-3.1509100324548,0.449154374133828,-8.8380925554614,0.82091980658127,-0.0263293087062828,14.7051953394602
6.78530336379374,14.3299206286348,-1.55959738437383,-1.8101535350953,3.39478960593163,-1.12157693196283,-6.31158580840862,-2.31971356784205,-3.50248547941367,-4.37297290061103,-2.78178462263054,3.92700783418748,-0.200640979242138,2.74485199795455,-7.02211678119505,-6.32818856883491,-7.79104417642202,7.79126061461826,4.19892195672432,4.17421005902586,10.3712103482217,-5.63450851202965,-10.781419385948,-8.22649148133807,-0.476958174681073,2.58831464820391,3.31373800112956,1.63148118869313,3.94026331599884,-16.9483613789122
