"Var1","Var2"
0.310344827586207,0.551724137931034
0.517241379310345,0.827586206896552
0.413793103448276,0.103448275862069
0.517241379310345,0.344827586206897
0.689655172413793,0.0344827586206897
0.413793103448276,0.827586206896552
0.655172413793103,0.310344827586207
0.655172413793103,0.724137931034483
0.275862068965517,0.137931034482759
0,0.931034482758621
0.379310344827586,0.310344827586207
0.758620689655172,0.137931034482759
0.724137931034483,0.482758620689655
0.482758620689655,0.310344827586207
0.724137931034483,0.758620689655172
0.586206896551724,0.0344827586206897
0.689655172413793,0.551724137931034
0.862068965517241,0.793103448275862
0,0.586206896551724
0.827586206896552,0.310344827586207
0.862068965517241,0.586206896551724
0.0689655172413793,0.793103448275862
0.103448275862069,0.241379310344828
0.931034482758621,0.896551724137931
0.551724137931034,0.827586206896552
0.275862068965517,0.379310344827586
0.517241379310345,0.379310344827586
0.482758620689655,0.758620689655172
0.413793103448276,0.0344827586206897
0,0
0.96551724137931,0
0.655172413793103,0.655172413793103
0.931034482758621,0.931034482758621
0.517241379310345,0.896551724137931
0.931034482758621,0.689655172413793
0.758620689655172,0.241379310344828
0.758620689655172,0.310344827586207
0.0689655172413793,0.655172413793103
0.275862068965517,0.413793103448276
0,0.517241379310345
0.862068965517241,0.0689655172413793
0.0689655172413793,0.551724137931034
0.896551724137931,0.344827586206897
0.724137931034483,0.689655172413793
0.827586206896552,0.379310344827586
0.275862068965517,0.931034482758621
0.0344827586206897,0.931034482758621
0.620689655172414,0.0344827586206897
0,0.413793103448276
0.896551724137931,1
0.0344827586206897,0.275862068965517
0.655172413793103,0.482758620689655
0.241379310344828,0.862068965517241
0.206896551724138,0.931034482758621
0.241379310344828,0.931034482758621
0.206896551724138,0.275862068965517
0,0.862068965517241
0.275862068965517,0.241379310344828
0.482758620689655,0.137931034482759
0.689655172413793,0.103448275862069
0.724137931034483,0.586206896551724
0.551724137931034,0.413793103448276
0.586206896551724,0.448275862068966
0.862068965517241,1
0.827586206896552,0.620689655172414
0.551724137931034,0.517241379310345
0.862068965517241,0.379310344827586
0.310344827586207,0.137931034482759
0.172413793103448,0.931034482758621
0.137931034482759,0.0689655172413793
0.448275862068966,0.96551724137931
0.96551724137931,0.379310344827586
0.482758620689655,0.103448275862069
0.103448275862069,0.137931034482759
0.551724137931034,0.0689655172413793
0.241379310344828,0.241379310344828
0.310344827586207,0.689655172413793
0.448275862068966,0.206896551724138
0.620689655172414,0
0.0689655172413793,0.310344827586207
0.931034482758621,0.448275862068966
0.0689655172413793,0.620689655172414
0.96551724137931,0.448275862068966
0.862068965517241,0.758620689655172
0.413793103448276,0.448275862068966
0.96551724137931,0.827586206896552
0.551724137931034,0.655172413793103
0.517241379310345,0
0.310344827586207,0.0344827586206897
0.896551724137931,0.862068965517241
0.103448275862069,0.689655172413793
0.103448275862069,0.724137931034483
0.103448275862069,0.758620689655172
0.586206896551724,0.137931034482759
0.96551724137931,0.793103448275862
0.275862068965517,0.655172413793103
0.344827586206897,0.862068965517241
0.379310344827586,0.758620689655172
0.620689655172414,0.241379310344828
0.0689655172413793,0.482758620689655
